designation,HIP,HD,ra,declination,parallax,parallax_error,pm,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,Mg,Mg_error,MRp,MRp_error,Bp_minus_Rp,Plx,e_Plx
Gaia DR3 6805455124526007424,HIP 102485,197692,311.524,-25.271595679561823,68.33702615446357,0.1822519,165.50145,-52.55701227563161,-156.93466239980756,2.1226776,4.030625,4.246595,3.6520143,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.2039053776687147,0.0057912369471773,2.8252946776687136,0.0057912369471773,0.5945807,68.16,0.91
Gaia DR3 3372159045216183552,HIP 30630,45088,96.5421,18.75620888605506,68.4141911114458,0.09833152,199.98245,-131.61803260888314,-150.5645222715154,2.7064157,6.484982,6.9926667,5.795861,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.660712982441418,0.0031210531942496,4.971591982441418,0.0031210531942496,1.1968057,68.2,1.1
Gaia DR3 1155276250492687616,HIP 74190,\N,227.396,3.1689590731574757,68.45044122753534,0.019924864,770.80707,-602.1219360871316,481.2407635249551,1.0353637,10.37806,11.712266,9.23603,3166.075,3164.047,3177.0474,4.0886,4.082,4.1227,-0.8098,-0.8169,-0.7711,14.6035,14.5896,14.6199,9.554941259579136,0.0006320820273097,8.412911259579136,0.0006320820273097,2.476236,68.99,2.63
Gaia DR3 1333760419707327744,HIP 84862,157214,260.166,32.46311742250856,68.55754109923836,0.05527961,1049.7749,135.8104459559967,-1040.952821790978,1.2092994,5.2098746,5.5371356,4.716525,5630.0605,5628.8184,5631.532,4.284,4.283,4.2856,-0.7217,-0.7336,-0.7103,14.572,14.5349,14.587,4.390150763436368,0.001750911307695,3.896801163436369,0.001750911307695,0.8206106,69.48,0.56
Gaia DR3 3400292798990117888,HIP 25278,35296,81.1073,17.38350331190306,68.59075963795857,0.10395148,250.58511,250.48290468501668,-7.156277817184632,0.82053745,4.8501883,5.13009,4.422072,6065.778,6064.649,6066.97,4.2062,4.2041,4.2084,-0.4967,-0.505,-0.4879,14.5681,14.5454,14.59,4.031516363333607,0.0032909380907866,3.603400063333608,0.0032909380907866,0.708018,68.19,0.94
Gaia DR3 6245870673116518784,HIP 79431,\N,243.174,-18.876454482180023,68.60997988235447,0.028663991,217.10585,36.44735269088709,-214.02462739770093,1.2778709,10.250556,11.612239,9.094473,3141.0535,3134.4026,3172.192,3.9921,3.9657,4.121,-0.8264,-0.8521,-0.6972,14.5152,14.286,14.5872,9.432492459918477,0.0009072013915636,8.276409459918476,0.0009072013915636,2.517766,67.13,3.55
Gaia DR3 2395031273585836288,HIP 116215,221503,353.207,-16.846618522179938,68.73564590379422,0.0271539,405.45023,341.1472420300318,-219.1083077853712,1.0748491,8.085915,8.828512,7.25084,4036.3137,4020.5015,4045.8267,4.4835,4.4486,4.4985,-0.6133,-0.6916,-0.5137,14.5924,14.5538,14.9387,7.271825090282835,0.0008578365264901,6.436750090282835,0.0008578365264901,1.577672,71.7,1.36
Gaia DR3 3394298532176344960,HIP 25220,35171,80.9111,17.32409154334818,68.76616259697118,0.024643594,251.04874,250.9838595772813,-5.707287427419183,1.0335158,7.543094,8.148876,6.8006816,4546.193,4540.424,4551.567,4.5737,4.5681,4.5857,0.0079,-0.0245,0.117,14.5501,14.5184,14.6043,6.729967948999662,0.000778186315947,5.987555548999663,0.000778186315947,1.3481944,69.76,1.5
Gaia DR3 1284721994948665216,HIP 70218,\N,215.485,29.62824483667193,68.85061524376745,0.021617834,702.9577,-631.6616925556389,-308.46892518242544,0.94718385,8.020257,8.751454,7.1926694,4076.1396,4068.449,4106.1274,4.4953,4.4928,4.5116,-0.4976,-0.502,-0.4235,14.5399,14.5093,14.5998,7.2097961271607485,0.0006818026456394,6.382208527160747,0.0006818026456394,1.5587846,69.43,1.08
Gaia DR3 2611163717366876544,HIP 112774,216133,342.58,-7.089644096557749,68.93028118372844,0.019456035,148.73949,-106.57232266763263,103.75824912054978,1.0850837,9.132903,10.093116,8.165563,3818.516,3817.7156,3828.0935,4.6986,4.6967,4.7054,-0.0176,-0.0245,-0.0107,14.4818,14.4312,14.4957,8.324953250464015,0.000612912693775,7.357613250464015,0.0006129126937755,1.927553,71.43,1.84
Gaia DR3 1568219729458240128,HIP 62145,110833,191.058,51.75845261941906,68.95161770569291,0.4864238,429.1034,-387.04218778039206,-185.27835852652944,24.010105,6.7498126,7.225675,6.106921,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.942534899072336,0.0153190515161232,5.299643299072336,0.0153190515161232,1.118754,66.4,0.78
Gaia DR3 2887328533953284096,HIP 27359,\N,86.9233,-36.32911211380576,68.97093599378836,0.014117911,777.57,767.7895392697288,-122.94053830374963,1.2280368,9.835275,10.959886,8.778977,3592.4983,3591.9873,3592.8237,4.7549,4.7538,4.7556,-0.029,-0.0354,-0.025,14.481,14.4767,14.4861,9.028605598857212,0.0004444865681891,7.972307598857213,0.0004444865681891,2.180909,66.71,1.49
Gaia DR3 5743705394673617664,HIP 44722,\N,136.688,-8.805906450866066,68.97624534092085,0.017887382,369.4336,-304.3177186661234,209.4562245839404,1.0648469,8.7874155,9.724067,7.83197,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.980913251251412,0.0005631207841223,7.025467751251412,0.0005631207841223,1.892097,68.86,1.8
Gaia DR3 6910371005081903488,HIP 103800,\N,315.493,-6.320708212599972,69.02191753525649,0.028421026,498.66943,-230.2488504242657,-442.3309456027801,0.97037166,10.18349,11.469987,9.055492,3215.171,3209.4448,3309.71,4.1362,4.1061,4.4201,-0.7662,-0.7938,-0.4311,14.4481,14.2602,14.5287,9.378425102465894,0.0008941431867013,8.250427102465892,0.0008941431867013,2.414495,72.37,2.86
Gaia DR3 1604859511344724864,HIP 70497,126660,216.297,51.84896726025888,69.06857806595082,0.15788093,464.15347,-235.96991928915276,-399.6956968159237,3.3838544,3.9172292,4.176286,3.4793646,6135.789,6133.6875,6137.945,4.0455,4.0433,4.0477,-0.4476,-0.461,-0.4333,14.502,14.4613,14.5482,3.113631775783749,0.0049636852271301,2.67576717578375,0.0049636852271301,0.6969214,68.63,0.56
Gaia DR3 1078773262224027520,HIP 54952,97584,168.793,73.47570460715328,69.136383508707,0.015073201,418.8024,-403.4357801928887,112.40562503169724,1.0117257,7.311935,7.8670254,6.6099033,4573.935,4570.0625,4575.9546,4.5349,4.5318,4.537,-0.2501,-0.2813,-0.228,14.4547,14.4014,14.4623,6.510468290315211,0.0004734271443203,5.80843659031521,0.0004734271443203,1.2571221,68.13,1.18
Gaia DR3 4291123545113039616,HIP 96285,184489,293.668,4.58389635555049,69.25664440676091,0.015202464,609.73517,524.4088097075207,311.0825796238056,0.928173,8.713564,9.552384,7.816618,3831.6216,3824.0984,3844.4531,4.5319,4.5176,4.5551,-0.7012,-0.7457,-0.6126,14.4374,14.4255,14.4665,7.915871227365846,0.0004766579718906,7.018925227365847,0.0004766579718906,1.735766,69.09,1.65
Gaia DR3 1092545710514654464,HIP 42438,72905,129.798,65.02129699890843,69.2575995687921,0.048491586,92.01596,-27.27447101767192,87.88083046986,1.1658813,5.4989767,5.817055,5.012697,5710.941,5709.386,5712.0947,4.3942,4.3909,4.3955,-0.459,-0.467,-0.4498,14.4485,14.4292,14.5337,4.701313875303876,0.0015203841737942,4.215034175303876,0.0015203841737942,0.804358,70.07,0.71
Gaia DR3 1439121018358632832,HIP 86036,160269,263.751,61.8724400363562,69.28321399452818,0.20039912,522.56274,236.2468919044787,-466.1107418907421,2.843814,5.069048,5.3764772,4.5643215,5697.1533,5694.38,5699.9907,4.262,4.2598,4.2641,-0.7184,-0.7335,-0.7048,14.4458,14.4008,14.4936,4.272188130302835,0.0062809207087406,3.7674616303028343,0.0062809207087406,0.8121557,70.98,0.55
Gaia DR3 1838855376946302720,HIP 103441,\N,314.359,22.361776494960807,69.29756275876402,0.024519885,798.7092,769.6436385166809,-213.5065709734061,1.1864665,11.013422,12.2649975,9.9024105,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.217011802277405,0.0007683424043261,9.106000302277408,0.0007683424043269,2.362587,73.24,3.24
Gaia DR3 70051608089857536,HIP 17609,23453,56.5858,26.214633112231297,69.51431432523292,0.024607057,433.7231,386.7480165677579,-196.3204602101228,1.0633283,8.871369,9.824131,7.906354,3655.8152,3625.689,3695.3254,4.4335,4.3493,4.5034,-0.596,-0.731,-0.4525,14.3752,14.3016,14.4453,8.081740216645187,0.0007686697064537,7.116725216645188,0.0007686697064537,1.917777,68.62,1.78
Gaia DR3 646818024623804416,HIP 47741,\N,145.979,26.968552619596394,69.58833270655519,0.027410781,586.6378,-577.8412018458114,-101.21001852649204,1.0721148,10.848555,12.285814,9.668579,3174.9656,3172.9043,3185.3132,4.119,4.1131,4.1282,-1.0994,-1.1015,-1.088,14.3524,14.2997,14.7745,10.061237155961413,0.0008553410525609,8.881261155961411,0.0008553410525609,2.617235,70.59,3.97
Gaia DR3 2195115561168483712,HIP 102422,198149,311.323,61.84241929401267,69.597553957676,0.1278597,822.9563,85.99344103538436,818.4511251587252,3.0052545,3.1779127,3.7924182,2.6057148,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.3908825818637887,0.0039892799014431,1.8186846818637887,0.0039892799014431,1.1867034,69.73,0.49
Gaia DR3 1379500756257031808,HIP 78775,144579,241.233,39.156743577014105,69.64054505311043,0.014048296,573.2928,-570.8715972072278,52.63317554933232,0.8392777,6.461159,6.842941,5.898086,5299.8394,5286.307,5304.3276,4.5664,4.5489,4.5755,-0.2036,-0.2223,-0.184,14.3377,14.3175,14.3565,5.675469807676775,0.0004380420566105,5.112396807676774,0.0004380420566105,0.944855,69.61,0.57
Gaia DR3 1439069444391326208,HIP 86087,\N,263.896,61.67927672424114,69.89209281722201,0.015290988,577.33276,261.923302059826,-514.4990903096253,1.1368835,9.174616,10.190586,8.174637,3691.4407,3682.7935,3717.6553,4.5884,4.5687,4.6134,-0.4076,-0.4951,-0.1885,14.3263,14.2734,14.6023,8.396756224930519,0.0004750746149904,7.396777224930519,0.0004750746149904,2.015949,70.95,1.09
Gaia DR3 6798111177125746944,HIP 100923,\N,306.923,-27.75160118946872,69.95970246803437,0.046277765,899.2768,-201.52403013316567,-876.40563223152,1.0568128,10.34706,11.670267,9.205212,3196.1963,3184.9878,3275.714,4.1864,4.1402,4.4324,-0.7144,-0.7703,-0.4368,14.3068,14.1713,14.3697,9.571299768987052,0.0014364112622518,8.429451768987052,0.0014364112622518,2.465055,64.93,15.66
Gaia DR3 5129338021224785408,HIP 12843,17206,41.2773,-18.572408740298428,70.0458650896813,0.1598574,322.18912,318.5677397604396,48.17070857421047,1.1891063,4.3308682,4.585217,3.93988,6255.476,6253.917,6257.049,4.0753,4.0716,4.0791,-0.7633,-0.7841,-0.7488,14.263,14.2241,14.301,3.557780716685913,0.0049557034632381,3.1667925166859145,0.0049557034632381,0.645337,71.56,0.76
Gaia DR3 3928391218812375808,HIP 61706,\N,189.713,11.69503594754184,70.11389784607175,0.029659944,1182.6686,-1155.7564214364586,-250.8624364937353,1.065039,10.335732,11.750369,9.159715,3113.632,3111.5269,3114.8528,4.0224,4.0159,4.0284,-0.7567,-0.7639,-0.7504,14.2489,14.192,14.2601,9.564752557709287,0.0009185875537403,8.388735557709289,0.0009185875537403,2.590654,65.04,2.76
Gaia DR3 4258375617747092864,HIP 92200,173818,281.863,-3.641055455311226,70.13347528858606,0.025828546,305.0414,-132.28082733225213,-274.8673156517748,1.0086414,8.269603,9.028377,7.420927,3999.3354,3992.3992,4003.7686,4.5321,4.5207,4.5399,-0.5642,-0.609,-0.521,14.2699,14.2451,14.4488,7.499229799032667,0.0007997033844642,6.650553799032668,0.0007997033844642,1.60745,70.8,1.28
Gaia DR3 1510834911934401152,HIP 67691,234078,208.003,49.9502912331876,70.14918636878136,0.017365709,445.41077,423.1459848250345,-139.0619470215182,0.96352565,8.254614,9.051223,7.3838987,3906.2532,3899.7888,3911.1265,4.4718,4.4575,4.4814,-0.5684,-0.6087,-0.5302,14.2571,14.2459,14.3629,7.48472719096318,0.0005375566088146,6.614011890963179,0.0005375566088146,1.6673243,71.39,0.95
Gaia DR3 3060788519149063680,HIP 36985,\N,114.03,-3.1120644097654666,70.27489246720906,0.13108253,302.34662,74.12861818710937,-293.118459698539,6.531094,9.142377,10.139064,8.106844,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.376377948670003,0.0040504142715622,7.340844948670004,0.0040504142715618,2.03222,69.85,1.53
Gaia DR3 5970956070030449792,HIP 81935,150689,251.062,-38.94390290151647,70.32196073686148,0.019630233,63.578087,-20.47972338625423,-60.18931984773525,0.9142331,7.191345,7.730347,6.49972,4640.586,4639.916,4641.363,4.551,4.5504,4.5517,-0.1195,-0.1229,-0.1159,14.2178,14.2117,14.2298,6.426799856782495,0.0006061621435526,5.735174856782495,0.0006061621435526,1.230627,69.58,0.99
Gaia DR3 1229089524081628416,HIP 70865,\N,217.369,15.538414038335086,70.32487493126503,0.021143159,1673.5492,-1054.7757849507702,1299.3132065676791,1.2632816,9.732934,10.90645,8.651203,3343.8218,3343.596,3344.3616,3.9396,3.9394,3.9405,-1.2692,-1.2698,-1.2683,14.1729,14.167,14.1803,8.96847884235116,0.0006528527472919,7.886747842351161,0.0006528527472919,2.255247,70.06,2.25
Gaia DR3 6662167868705713664,HIP 93206,\N,284.782,-48.276651589259686,70.59523619473788,0.02607207,515.3336,151.20181848708916,-492.6527680157418,1.2231145,10.101377,11.370641,8.980238,3227.9858,3227.1797,3228.771,4.1616,4.1586,4.1647,-0.7276,-0.7307,-0.7239,14.1636,14.1573,14.1712,9.345253978053517,0.0008019632242861,8.224114978053517,0.0008019632242861,2.390403,72.07,2.52
Gaia DR3 1093918828739878528,HIP 42220,\N,129.094,67.2952414926635,70.6194625207145,0.22524668,1072.6733,-1070.527606648736,67.81479629140435,13.3707075,8.615115,9.513581,7.6258993,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.859737039289164,0.0069261162882638,6.870521339289165,0.0069261162882638,1.8876817,71.96,1.26
Gaia DR3 4055585060376248832,HIP 86961,318327,266.553,-32.10374822060554,70.67922356119885,0.018727412,282.8374,-76.91277910100743,-272.1790136592545,0.79522526,9.602647,10.755777,8.529942,3558.976,3555.8145,3561.9727,4.6579,4.6523,4.6619,-0.1026,-0.1334,-0.0741,14.1256,14.1145,14.1407,8.849105849834427,0.0005753608679084,7.7764008498344275,0.0005753608679088,2.225835,161.77,11.29
Gaia DR3 6863535898551993472,HIP 97944,188088,298.573,-23.94289729665476,70.70095856863598,0.035016216,429.04095,-124.16693865882704,-410.68078672310565,1.2253449,5.908112,6.425188,5.2388678,4769.5723,4748.3374,4777.869,4.3154,4.2958,4.3209,0.3403,0.2192,0.3821,14.1465,14.1305,14.2332,5.155238510161795,0.0010754699043147,4.485994310161796,0.0010754699043147,1.1863202,70.34,0.81
Gaia DR3 4055584308787727488,HIP 86963,\N,266.56,-32.10354269209381,70.73346293240992,0.11630809,283.58554,-77.62260937776189,-272.7553753318396,3.5305207,10.278985,11.754064,9.08526,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.527109602841325,0.0035705877471539,8.333384602841324,0.0035705877471539,2.668804,161.77,11.29
Gaia DR3 4345775217221821312,HIP 79672,146233,243.906,-8.371641161548801,70.73714672122247,0.06312427,547.111,232.2303207442892,-495.3782016299215,0.98405105,5.327651,5.6549315,4.8378544,5678.4277,5676.025,5680.81,4.3571,4.3556,4.3583,-0.4432,-0.4559,-0.4282,14.1361,14.1208,14.1514,4.575888689874598,0.0019377746122763,4.086092089874598,0.0019377746122763,0.8170771,71.3,0.89
Gaia DR3 3934198156329809152,HIP 61901,110315,190.278,15.375020276184095,70.8793049316243,0.026603747,385.55032,107.24922883687913,-370.333174400305,1.0402774,7.507833,8.12456,6.753419,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.760430250247102,0.0008150376949775,6.006016250247101,0.0008150376949775,1.371141,69.94,1.1
Gaia DR3 4568060562432051584,HIP 83762,\N,256.779,21.553906093733755,70.96842537636431,0.022376621,464.0011,-463.2894209872048,-25.68934151529808,1.3690546,10.5571375,11.891309,9.413489,3224.72,3224.5144,3224.9536,4.0725,4.0701,4.0734,-1.2005,-1.201,-1.2002,14.1021,14.0882,14.1497,9.81246334677692,0.0006846737330334,8.66881484677692,0.0006846737330326,2.47782,73.94,3.01
Gaia DR3 3057712223051571200,HIP 37349,61606,114.998,-3.598743712839394,71.03228543821585,0.024272813,286.81046,70.07843584920762,-278.11734112708774,1.0645962,6.889849,7.3834934,6.234268,4795.7256,4794.715,4796.6943,4.5375,4.5369,4.5381,-0.1108,-0.1162,-0.1059,14.0731,14.068,14.0783,6.147127940827414,0.0007420251996288,5.491546940827415,0.0007420251996288,1.1492254,70.44,0.94
Gaia DR3 6288325222245417856,HIP 67487,120467,207.428,-22.113288890480284,71.07799890467766,0.03179052,1818.3112,-1749.8611811161345,-494.2076345413317,1.0408489,7.6912794,8.393014,6.8802037,4214.972,4209.7393,4235.2886,4.5239,4.5167,4.5344,0.0275,0.0003,0.131,14.0413,13.9841,14.0906,6.94995536195151,0.0009712181368515,6.138879661951508,0.0009712181368515,1.5128103,70.49,1.01
Gaia DR3 6508776375901968640,HIP 110109,211415,334.568,-53.62987304773594,71.09384614454987,0.055435102,768.94,441.2296491654287,-629.7500845409968,0.9893079,5.2305317,5.541717,4.7359624,5780.66,5778.994,5786.3784,4.3,4.298,4.3052,-0.2664,-0.2696,-0.2518,13.9788,13.9188,14.0088,4.489691749982864,0.0016931960420771,3.995122449982864,0.0016931960420771,0.8057546,73.47,0.7
Gaia DR3 87921523897823872,HIP 12097,\N,38.9733,20.219260277260023,71.21640847108424,0.023202313,286.55478,249.83907360754708,-140.33557150909022,1.2980689,9.708674,10.898861,8.627383,3400.08,3311.9038,3500.7576,4.395,4.142,4.599,-0.5221,-0.7976,-0.2643,14.042,13.946,14.1333,8.971574339493767,0.0007074659531527,7.890283339493767,0.0007074659531531,2.271478,71.6,1.89
Gaia DR3 2644439955745152512,HIP 116317,\N,353.509,0.1752427326248596,71.23393039944308,0.022930454,1365.8391,-993.091286898187,-937.702601927091,1.1814288,10.176725,11.397374,9.073014,3277.7864,3277.153,3279.0588,4.247,4.2451,4.2515,-0.7789,-0.7808,-0.7742,14.0407,14.035,14.0486,9.440159538071129,0.0006990046686921,8.33644853807113,0.0006990046686929,2.32436,71.56,4.77
Gaia DR3 2910909931633597312,HIP 28035,\N,88.9316,-26.856545560260603,71.26068173659779,0.017248886,315.07632,314.93588541875533,-9.406058377988538,1.222113,9.787544,11.05905,8.664608,3265.5623,3226.0762,3385.4607,4.1786,4.0449,4.4581,-0.6026,-0.7533,-0.289,14.0398,13.9577,14.146,9.051793864213792,0.0005256121589445,7.928857864213791,0.0005256121589445,2.394442,68.58,1.94
Gaia DR3 948039989652369408,HIP 35353,\N,109.533,39.27428792137454,71.3226505150266,0.023352666,244.36888,-214.55673795188557,-116.96818398503962,1.2666837,9.5181875,10.554901,8.511458,3593.3464,3531.8945,3636.2576,4.4065,4.1953,4.6103,-1.0269,-1.2706,-0.6718,14.0025,13.8976,14.077,8.784324870964507,0.0007109897256141,7.777595370964506,0.0007109897256141,2.043443,69.21,2.16
Gaia DR3 5059348952161258624,HIP 14879,20010,48.0207,-28.98487006133274,71.43370405378651,0.13195507,716.0153,359.5647085301196,619.1858578778375,2.5998335,3.8014393,4.082066,3.3602977,6080.855,6079.803,6081.7764,4.018,4.0165,4.0195,-0.5576,-0.5659,-0.5502,14.0039,13.9724,14.0353,3.0709551509595983,0.0040112314419693,2.6298135509595983,0.0040112314419693,0.7217683,70.86,0.67
Gaia DR3 1350714133093019904,HIP 87938,\N,269.462,46.59121608783237,71.49516298997698,0.015178036,578.33594,-15.069704345036971,578.139595462519,1.1434925,10.570074,11.951392,9.411464,3145.5625,3136.4148,3276.3958,4.1782,4.1437,4.5533,-0.7534,-0.7884,-0.3165,13.9707,13.8972,14.0024,9.84145730286405,0.0004609918422655,8.682847302864051,0.0004609918422655,2.539928,73.75,1.84
Gaia DR3 567659818855055488,HIP 15638,\N,50.3512,79.9685443981029,71.65856556711978,0.013828526,501.04474,410.0899489670118,287.87506822568264,1.0171734,10.243402,11.441199,9.157168,3222.7449,3222.3345,3223.0933,4.0307,4.0288,4.0322,-1.1117,-1.1138,-1.11,13.9555,13.953,13.9582,9.51974255190795,0.0004190463876643,8.43350855190795,0.0004190463876634,2.284031,72.8,1.63
Gaia DR3 4726357491998516480,HIP 12261,\N,39.4706,-58.75214686390397,71.70433964545545,0.019150116,223.32864,80.14904846450294,208.45098935214327,1.1383134,11.175619,12.662354,9.985541,3160.9446,3160.4658,3163.2708,4.2568,4.2541,4.2589,-1.0427,-1.0435,-1.0381,13.9553,13.9253,14.0199,10.4533462028189,0.0005799363013085,9.263268202818898,0.0005799363013077,2.676813,67.2,3.03
Gaia DR3 5031808453624044800,HIP 4148,5133,13.2579,-30.356773021373208,71.7258931472584,0.026664002,621.05585,620.2427389277633,31.769563449685872,1.097513,6.884861,7.3672347,6.2371125,4815.105,4811.7227,4822.202,4.5352,4.5312,4.5414,-0.2767,-0.2971,-0.2117,13.9406,13.9281,13.9567,6.1632408244306,0.0008072419149751,5.5154923244306,0.0008072419149751,1.1301222,71.01,0.78
Gaia DR3 5107106033552702208,HIP 17420,23356,55.9821,-19.110199545087987,71.75052791922663,0.021045957,347.65952,310.0970184678779,157.18456004121288,0.974805,6.8202105,7.2991104,6.174898,4823.174,4798.7544,4832.0522,4.5123,4.4992,4.5154,-0.4334,-0.5592,-0.4099,13.9248,13.8892,13.9341,6.099336004142592,0.0006369390942948,5.454023504142593,0.0006369390942948,1.1242124,71.17,0.91
Gaia DR3 170639948323693952,HIP 19337,281621,62.1586,33.63759679656128,71.82205959553683,0.018904958,541.73645,526.8736624635442,126.02597411315382,1.038892,9.371755,10.422763,8.35289,3639.0974,3616.9912,3650.5967,4.6228,4.557,4.6425,-0.4621,-0.6166,-0.3593,13.8921,13.8334,13.9699,8.65304427477674,0.000571573634609,7.63417927477674,0.000571573634609,2.069873,73.01,2.19
Gaia DR3 3263836568394170880,HIP 16852,22484,54.2172,0.3995245948754849,71.83697877936342,0.15034246,534.6974,-232.56337140161065,-481.4722822856589,3.063193,4.1410933,4.4336386,3.6758435,5905.6396,5903.9507,5907.1763,4.1053,4.1037,4.1069,-0.3641,-0.3774,-0.3491,13.9206,13.8892,13.9544,3.4228335954230555,0.0045445254804397,2.957583795423055,0.0045445254804397,0.7577951,72.89,0.78
Gaia DR3 777254360337133312,HIP 53721,95128,164.865,40.43050097561348,72.00696109116399,0.097399384,321.61893,-316.8498990963689,55.18040036976814,0.85005933,4.866588,5.1859307,4.390069,5763.587,5761.2017,5765.1753,4.2777,4.2742,4.2791,-0.2491,-0.2589,-0.2411,13.8966,13.8695,13.9579,4.153460413916585,0.0029372188583445,3.6769414139165857,0.0029372188583445,0.7958617,71.04,0.66
Gaia DR3 266846631637524864,HIP 23518,\N,75.8592,53.12163420733134,72.17340591451902,0.017268956,2014.91,1302.1185621203924,-1537.6442792268324,1.0607893,9.218808,10.183291,8.241274,3575.7656,3566.6414,3576.231,4.4002,4.3713,4.401,-0.789,-0.823,-0.7876,13.8584,13.8513,13.8675,8.510694002239134,0.0005195689705317,7.533160002239136,0.0005195689705317,1.942017,71.35,1.76
Gaia DR3 3902745286187581312,HIP 60910,\N,187.237,8.424237710162307,72.26642305254668,0.69635355,683.1005,-638.3293193454637,-243.23237567393463,21.309357,10.865707,12.316649,9.535656,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.160389795591852,0.0209247844324007,8.830338795591851,0.0209247844324007,2.780993,73.77,3.67
Gaia DR3 2281778105594488192,HIP 116727,222404,354.836,77.63312481414683,72.51669209892496,0.14698927,183.03581,-64.86017762406422,171.15860250258777,3.2124221,2.9429574,3.6605105,2.4036362,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.245147326100469,0.004401518770313,1.7058261261004697,0.004401518770313,1.2568743,72.5,0.52
Gaia DR3 2860924621205256704,HIP 544,166,1.6552,29.02071363055181,72.64189108452184,0.029208586,419.65326,380.1592537624844,-177.729603753582,0.85639465,5.878327,6.250121,5.3331194,5405.125,5397.765,5413.698,4.4601,4.4441,4.4806,0.0824,0.0383,0.1392,13.7606,13.738,13.783,5.184262708187548,0.0008731276277527,4.639055108187547,0.0008731276277527,0.9170016,72.98,0.75
Gaia DR3 2034628782438989440,HIP 97241,\N,296.459,32.38800766266751,72.69998812663229,0.014016836,441.13638,394.29341851204623,197.82320018400253,0.88087445,9.986136,11.092315,8.941459,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.293807699650175,0.0004186681979492,8.249130699650177,0.0004186681979492,2.150856,87.57,4.8
Gaia DR3 5914096303621755520,HIP 83990,154577,257.544,-60.7261529768452,72.85383430610172,0.02175218,593.6198,71.05026650027725,589.3524754926772,0.9640333,7.116921,7.58628,6.4758415,4866.0356,4861.9233,4868.59,4.618,4.6126,4.6266,-0.341,-0.3527,-0.3139,13.6943,13.6769,13.7186,6.429183068392833,0.0006483428164121,5.788103568392833,0.0006483428164121,1.1104385,73.07,0.91
Gaia DR3 3902785006045478656,HIP 61094,\N,187.813,8.80828082089608,72.89317383769793,0.028897442,823.0444,-636.2422308468899,-522.1090899652268,0.99822277,8.950713,9.905321,7.9818325,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.26414730116285,0.0008608488009542,7.295266801162849,0.0008608488009542,1.9234885,74.58,1.48
Gaia DR3 1473166433840438016,HIP 65011,\N,199.892,35.1067150662818,72.97333539774851,0.32171556,870.6364,389.3891225166324,-778.7065135604856,19.274893,8.694069,9.725199,7.6824465,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.009889985184966,0.0095733734049963,6.998267485184965,0.0095733734049963,2.0427525,75.96,3.31
Gaia DR3 2756363608023588864,HIP 116771,222368,354.989,5.624351601227748,73.23703628604858,0.16977987,576.63574,376.4966061507007,-436.7597624667563,2.6400647,3.9992578,4.2614365,3.5563064,6149.203,6129.762,6165.1475,3.9256,3.7308,3.9583,-0.8118,-0.9223,-0.685,13.8409,13.5919,19.974,3.3229116060389288,0.0050339689114875,2.8799602060389287,0.0050339689114875,0.7051301,72.51,0.88
Gaia DR3 1706907487621086464,HIP 76832,\N,235.334,75.98958834491458,73.25728827586713,0.30083367,1077.6576,805.11792432519,-716.3316373587872,9.184799,11.171621,12.450212,9.872266,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.495875192948663,0.0089172791095366,9.196520192948666,0.0089172791095366,2.577946,76.57,2.27
Gaia DR3 4833654227548585856,HIP 16711,22496,53.7566,-48.41777462792747,73.5198828006504,0.016360268,508.0626,404.4407352445096,307.4984129099418,1.0094687,8.020994,8.802591,7.159848,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.353018030310339,0.0004832144694386,6.491872030310339,0.0004832144694386,1.642743,74.86,0.83
